timestamp,temperature,status
2025-08-14 00:00:59,37.9,CHARGING
2025-08-14 00:01:39,38.0,CHARGING
2025-08-14 00:03:40,37.9,CHARGING
2025-08-14 00:04:20,37.8,CHARGING
2025-08-14 00:05:51,37.7,CHARGING
2025-08-14 00:09:02,37.6,CHARGING
2025-08-14 00:16:35,37.9,DISCHARGING
2025-08-14 00:26:40,36.9,DISCHARGING
2025-08-14 00:36:34,36.6,DISCHARGING
2025-08-14 00:37:55,36.7,DISCHARGING
2025-08-14 00:55:32,36.6,DISCHARGING
2025-08-14 01:03:56,36.7,DISCHARGING
2025-08-14 01:21:44,36.4,DISCHARGING
2025-08-14 01:26:36,36.2,DISCHARGING
2025-08-14 01:29:57,36.1,DISCHARGING
2025-08-14 01:36:40,36.0,DISCHARGING
2025-08-14 01:46:34,36.8,DISCHARGING
2025-08-14 01:56:39,36.7,DISCHARGING
2025-08-14 02:03:22,36.8,DISCHARGING
2025-08-14 02:06:43,36.6,DISCHARGING
2025-08-14 02:12:46,36.4,DISCHARGING
2025-08-14 02:12:56,36.5,DISCHARGING
2025-08-14 02:16:38,36.3,DISCHARGING
2025-08-14 02:26:44,36.4,DISCHARGING
2025-08-14 02:31:36,36.6,DISCHARGING
2025-08-14 02:36:38,36.5,DISCHARGING
2025-08-14 02:46:43,36.3,DISCHARGING
2025-08-14 02:51:25,36.1,DISCHARGING
2025-08-14 02:56:37,36.0,DISCHARGING
2025-08-14 03:06:42,35.9,DISCHARGING
2025-08-14 03:21:38,36.0,DISCHARGING
2025-08-14 03:25:50,37.0,DISCHARGING
2025-08-14 03:32:04,37.5,DISCHARGING
2025-08-14 03:36:36,37.3,DISCHARGING
2025-08-14 03:40:27,37.0,DISCHARGING
2025-08-14 03:46:40,36.5,DISCHARGING
2025-08-14 03:49:51,36.3,DISCHARGING
2025-08-14 03:56:34,36.0,DISCHARGING
2025-08-14 03:59:16,35.9,DISCHARGING
2025-08-14 04:06:39,35.5,DISCHARGING
2025-08-14 04:16:44,35.3,DISCHARGING
2025-08-14 04:26:38,35.0,DISCHARGING
2025-08-14 04:36:43,34.8,DISCHARGING
2025-08-14 04:46:08,34.9,DISCHARGING
2025-08-14 04:54:31,34.8,DISCHARGING
2025-08-14 05:02:55,34.9,DISCHARGING
2025-08-14 05:16:42,34.8,DISCHARGING
2025-08-14 05:36:41,34.9,DISCHARGING
2025-08-14 05:37:21,35.0,DISCHARGING
2025-08-14 05:46:35,35.2,DISCHARGING
2025-08-14 05:56:09,35.1,DISCHARGING
2025-08-14 06:05:24,35.3,DISCHARGING
2025-08-14 06:05:34,35.2,DISCHARGING
2025-08-14 06:14:47,34.7,DISCHARGING
2025-08-14 06:20:07,33.9,DISCHARGING
2025-08-14 06:25:46,33.7,DISCHARGING
2025-08-14 06:27:26,33.6,DISCHARGING
2025-08-14 06:36:34,33.5,DISCHARGING
2025-08-14 06:41:15,33.4,DISCHARGING
2025-08-14 06:42:25,33.6,DISCHARGING
2025-08-14 06:42:46,33.8,DISCHARGING
2025-08-14 06:43:26,34.1,DISCHARGING
2025-08-14 06:45:02,34.0,DISCHARGING
2025-08-14 06:45:59,33.8,DISCHARGING
2025-08-14 06:46:41,33.6,DISCHARGING
2025-08-14 06:47:23,33.5,DISCHARGING
2025-08-14 06:48:27,33.4,DISCHARGING
2025-08-14 06:48:58,33.2,DISCHARGING
2025-08-14 06:51:46,32.9,DISCHARGING
2025-08-14 06:52:02,32.7,DISCHARGING
2025-08-14 06:53:33,32.6,DISCHARGING
2025-08-14 06:56:35,32.9,DISCHARGING
2025-08-14 07:01:47,33.7,DISCHARGING
2025-08-14 07:06:40,34.3,DISCHARGING
2025-08-14 07:12:08,34.2,DISCHARGING
2025-08-14 07:13:16,34.1,DISCHARGING
2025-08-14 07:13:58,33.9,DISCHARGING
2025-08-14 07:15:02,33.7,DISCHARGING
2025-08-14 07:16:14,33.6,DISCHARGING
2025-08-14 07:16:34,33.4,DISCHARGING
2025-08-14 07:18:08,33.1,DISCHARGING
2025-08-14 07:18:28,32.9,CHARGING
2025-08-14 07:18:39,32.5,CHARGING
2025-08-14 07:18:49,32.7,CHARGING
2025-08-14 07:18:59,33.1,CHARGING
2025-08-14 07:19:09,33.6,CHARGING
2025-08-14 07:19:29,34.1,CHARGING
2025-08-14 07:19:59,34.4,CHARGING
2025-08-14 07:20:09,34.5,CHARGING
2025-08-14 07:20:29,34.8,CHARGING
2025-08-14 07:20:50,34.9,CHARGING
2025-08-14 07:21:30,35.2,CHARGING
2025-08-14 07:21:50,35.3,CHARGING
2025-08-14 07:22:00,35.4,CHARGING
2025-08-14 07:22:30,35.6,CHARGING
2025-08-14 07:22:41,35.7,CHARGING
2025-08-14 07:22:51,35.8,CHARGING
2025-08-14 07:23:32,35.7,CHARGING
2025-08-14 07:23:42,35.8,CHARGING
2025-08-14 07:24:02,36.0,CHARGING
2025-08-14 07:24:42,36.1,CHARGING
2025-08-14 07:25:13,36.2,CHARGING
2025-08-14 07:25:43,36.3,CHARGING
2025-08-14 07:26:13,36.4,CHARGING
2025-08-14 07:26:43,36.5,CHARGING
2025-08-14 07:27:24,36.6,CHARGING
2025-08-14 07:27:44,36.7,CHARGING
2025-08-14 07:28:24,36.8,CHARGING
2025-08-14 07:28:44,36.9,CHARGING
2025-08-14 07:29:34,37.1,CHARGING
2025-08-14 07:30:35,37.3,CHARGING
2025-08-14 07:31:05,37.4,CHARGING
2025-08-14 07:31:35,37.5,CHARGING
2025-08-14 07:32:16,37.6,CHARGING
2025-08-14 07:32:36,38.1,DISCHARGING
2025-08-14 07:32:46,38.2,DISCHARGING
2025-08-14 07:33:06,37.8,DISCHARGING
2025-08-14 07:33:42,37.1,DISCHARGING
2025-08-14 07:34:23,36.7,DISCHARGING
2025-08-14 07:35:13,36.4,DISCHARGING
2025-08-14 07:36:09,36.2,DISCHARGING
2025-08-14 07:37:10,35.8,DISCHARGING
2025-08-14 07:37:54,35.7,DISCHARGING
2025-08-14 07:38:29,35.4,DISCHARGING
2025-08-14 07:39:04,35.3,DISCHARGING
2025-08-14 07:39:24,35.2,DISCHARGING
2025-08-14 07:40:04,35.3,DISCHARGING
2025-08-14 07:40:28,35.2,DISCHARGING
2025-08-14 07:40:38,35.1,DISCHARGING
2025-08-14 07:43:30,35.0,DISCHARGING
2025-08-14 07:44:45,34.4,DISCHARGING
2025-08-14 07:47:07,33.6,DISCHARGING
2025-08-14 07:47:26,33.5,DISCHARGING
2025-08-14 07:48:33,33.2,DISCHARGING
2025-08-14 07:50:06,33.1,DISCHARGING
2025-08-14 07:52:37,33.5,DISCHARGING
2025-08-14 07:54:18,34.0,DISCHARGING
2025-08-14 07:57:39,34.9,DISCHARGING
2025-08-14 07:57:51,34.8,DISCHARGING
2025-08-14 07:59:05,34.7,DISCHARGING
2025-08-14 08:00:25,34.8,DISCHARGING
2025-08-14 08:00:35,34.9,DISCHARGING
2025-08-14 08:01:16,35.2,DISCHARGING
2025-08-14 08:02:36,35.3,DISCHARGING
2025-08-14 08:03:26,35.7,DISCHARGING
2025-08-14 08:07:38,36.1,DISCHARGING
2025-08-14 08:07:48,36.2,DISCHARGING
2025-08-14 08:10:49,36.6,DISCHARGING
2025-08-14 08:10:59,36.5,DISCHARGING
2025-08-14 08:12:40,36.6,DISCHARGING
2025-08-14 08:15:01,37.0,DISCHARGING
2025-08-14 08:19:14,36.9,DISCHARGING
2025-08-14 08:22:15,37.2,DISCHARGING
2025-08-14 08:22:26,37.1,DISCHARGING
2025-08-14 08:22:36,37.2,DISCHARGING
2025-08-14 08:26:27,37.3,DISCHARGING
2025-08-14 08:29:49,37.2,DISCHARGING
2025-08-14 08:30:39,38.1,DISCHARGING
2025-08-14 08:31:39,39.1,DISCHARGING
2025-08-14 08:32:40,38.8,DISCHARGING
2025-08-14 08:33:16,38.3,DISCHARGING
2025-08-14 08:33:56,37.8,DISCHARGING
2025-08-14 08:34:14,37.7,DISCHARGING
2025-08-14 08:35:01,37.3,DISCHARGING
2025-08-14 08:35:42,37.0,DISCHARGING
2025-08-14 08:36:45,36.8,DISCHARGING
2025-08-14 08:37:28,36.7,DISCHARGING
2025-08-14 08:38:21,36.5,DISCHARGING
2025-08-14 08:38:57,36.4,DISCHARGING
2025-08-14 08:41:02,36.3,DISCHARGING
2025-08-14 08:42:25,35.8,DISCHARGING
2025-08-14 08:43:14,35.5,DISCHARGING
2025-08-14 08:44:11,35.2,DISCHARGING
2025-08-14 08:48:43,35.4,DISCHARGING
2025-08-14 08:48:53,35.5,DISCHARGING
2025-08-14 08:52:44,35.9,DISCHARGING
2025-08-14 08:52:54,36.0,DISCHARGING
2025-08-14 08:57:06,36.4,DISCHARGING
2025-08-14 09:00:18,36.5,DISCHARGING
2025-08-14 09:02:39,36.6,DISCHARGING
2025-08-14 09:04:19,37.1,DISCHARGING
2025-08-14 09:04:30,37.0,DISCHARGING
2025-08-14 09:07:31,37.3,DISCHARGING
2025-08-14 09:10:45,37.7,DISCHARGING
2025-08-14 09:11:04,37.5,DISCHARGING
2025-08-14 09:11:58,36.9,DISCHARGING
2025-08-14 09:12:38,36.7,DISCHARGING
2025-08-14 09:15:19,37.1,DISCHARGING
2025-08-14 09:22:42,36.8,DISCHARGING
2025-08-14 09:23:43,36.9,DISCHARGING
2025-08-14 09:25:58,37.0,DISCHARGING
2025-08-14 09:26:31,36.8,DISCHARGING
2025-08-14 09:28:49,37.2,DISCHARGING
2025-08-14 09:32:42,37.1,DISCHARGING
2025-08-14 09:37:14,36.8,DISCHARGING
2025-08-14 09:40:25,37.3,DISCHARGING
2025-08-14 09:40:35,37.4,DISCHARGING
2025-08-14 09:44:26,37.7,DISCHARGING
2025-08-14 09:46:38,38.0,DISCHARGING
2025-08-14 09:48:49,37.7,DISCHARGING
2025-08-14 09:51:51,37.0,DISCHARGING
2025-08-14 09:52:41,36.7,DISCHARGING
2025-08-14 09:54:52,36.8,DISCHARGING
2025-08-14 09:55:02,36.9,DISCHARGING
2025-08-14 09:57:04,37.1,DISCHARGING
2025-08-14 09:58:06,37.1,DISCHARGING
2025-08-14 09:58:28,37.1,DISCHARGING
2025-08-14 10:00:08,37.2,DISCHARGING
2025-08-14 10:00:18,37.3,DISCHARGING
2025-08-14 10:00:35,37.2,DISCHARGING
2025-08-14 10:01:47,37.1,DISCHARGING
2025-08-14 10:02:40,37.0,DISCHARGING
2025-08-14 10:03:11,36.9,DISCHARGING
2025-08-14 10:03:43,36.7,DISCHARGING
2025-08-14 10:04:14,36.6,DISCHARGING
2025-08-14 10:05:03,36.4,DISCHARGING
2025-08-14 10:06:09,35.9,DISCHARGING
2025-08-14 10:06:25,35.8,DISCHARGING
2025-08-14 10:06:49,35.7,DISCHARGING
2025-08-14 10:07:37,35.5,DISCHARGING
2025-08-14 10:08:10,35.3,DISCHARGING
2025-08-14 10:09:02,35.1,DISCHARGING
2025-08-14 10:09:33,35.0,DISCHARGING
2025-08-14 10:10:04,34.9,DISCHARGING
2025-08-14 10:12:45,35.1,DISCHARGING
2025-08-14 10:17:27,35.4,DISCHARGING
2025-08-14 10:17:37,35.3,DISCHARGING
2025-08-14 10:17:48,35.4,DISCHARGING
2025-08-14 10:18:35,35.3,DISCHARGING
2025-08-14 10:19:51,35.2,DISCHARGING
2025-08-14 10:22:32,35.3,DISCHARGING
2025-08-14 10:26:44,35.4,DISCHARGING
2025-08-14 10:29:55,35.8,DISCHARGING
2025-08-14 10:32:36,36.2,DISCHARGING
2025-08-14 10:41:20,36.1,DISCHARGING
2025-08-14 10:41:30,36.2,DISCHARGING
2025-08-14 10:42:40,36.3,DISCHARGING
2025-08-14 10:45:32,36.1,DISCHARGING
2025-08-14 10:49:04,35.4,DISCHARGING
2025-08-14 10:49:14,35.3,DISCHARGING
2025-08-14 10:59:08,35.2,DISCHARGING
2025-08-14 11:02:39,35.1,DISCHARGING
2025-08-14 11:04:20,34.8,DISCHARGING
2025-08-14 11:07:53,34.6,DISCHARGING
2025-08-14 11:08:30,34.5,DISCHARGING
2025-08-14 11:09:07,34.4,DISCHARGING
2025-08-14 11:10:29,34.3,DISCHARGING
2025-08-14 11:12:40,34.1,DISCHARGING
2025-08-14 11:14:31,34.2,DISCHARGING
2025-08-14 11:14:41,34.1,DISCHARGING
2025-08-14 11:19:06,34.2,DISCHARGING
2025-08-14 11:19:37,34.1,DISCHARGING
2025-08-14 11:22:12,34.4,DISCHARGING
2025-08-14 11:22:28,34.5,DISCHARGING
2025-08-14 11:22:38,34.4,DISCHARGING
2025-08-14 11:22:48,34.5,DISCHARGING
2025-08-14 11:27:00,34.4,DISCHARGING
2025-08-14 11:27:10,34.3,DISCHARGING
2025-08-14 11:31:31,33.8,DISCHARGING
2025-08-14 11:33:06,34.0,DISCHARGING
2025-08-14 11:33:38,33.8,DISCHARGING
2025-08-14 11:34:59,33.7,DISCHARGING
2025-08-14 11:35:44,33.5,DISCHARGING
2025-08-14 11:36:09,33.4,DISCHARGING
2025-08-14 11:37:21,33.3,DISCHARGING
2025-08-14 11:37:56,33.2,DISCHARGING
2025-08-14 11:39:53,33.0,DISCHARGING
2025-08-14 11:44:34,32.8,DISCHARGING
2025-08-14 11:46:31,32.7,DISCHARGING
2025-08-14 11:48:01,32.6,DISCHARGING
2025-08-14 11:49:12,32.7,DISCHARGING
2025-08-14 11:50:31,32.6,DISCHARGING
2025-08-14 11:51:22,32.8,DISCHARGING
2025-08-14 11:52:42,33.2,DISCHARGING
2025-08-14 11:53:22,33.5,DISCHARGING
2025-08-14 11:58:34,33.9,DISCHARGING
2025-08-14 12:02:36,34.3,DISCHARGING
2025-08-14 12:02:46,34.4,DISCHARGING
2025-08-14 12:02:56,34.3,DISCHARGING
2025-08-14 12:05:57,34.7,DISCHARGING
2025-08-14 12:10:01,34.8,DISCHARGING
2025-08-14 12:12:42,34.9,DISCHARGING
2025-08-14 12:14:13,35.0,DISCHARGING
2025-08-14 12:16:34,35.1,DISCHARGING
2025-08-14 12:16:47,35.0,DISCHARGING
2025-08-14 12:17:06,34.9,DISCHARGING
2025-08-14 12:17:56,34.8,DISCHARGING
2025-08-14 12:19:21,34.9,DISCHARGING
2025-08-14 12:19:31,34.8,DISCHARGING
2025-08-14 12:19:51,35.0,DISCHARGING
2025-08-14 12:20:29,34.9,DISCHARGING
2025-08-14 12:21:02,34.7,DISCHARGING
2025-08-14 12:22:08,34.4,DISCHARGING
2025-08-14 12:22:47,34.2,DISCHARGING
2025-08-14 12:23:22,34.1,DISCHARGING
2025-08-14 12:24:15,34.0,DISCHARGING
2025-08-14 12:25:18,33.8,DISCHARGING
2025-08-14 12:25:52,33.7,DISCHARGING
2025-08-14 12:27:01,33.8,DISCHARGING
2025-08-14 12:28:32,33.9,DISCHARGING
2025-08-14 12:30:51,33.8,DISCHARGING
2025-08-14 12:31:43,33.7,DISCHARGING
2025-08-14 12:32:16,33.5,DISCHARGING
2025-08-14 12:33:29,33.4,DISCHARGING
2025-08-14 12:34:07,33.3,DISCHARGING
2025-08-14 12:35:22,33.2,DISCHARGING
2025-08-14 12:37:53,32.9,DISCHARGING
2025-08-14 12:39:04,33.2,DISCHARGING
2025-08-14 12:39:54,33.6,DISCHARGING
2025-08-14 12:40:04,33.4,DISCHARGING
2025-08-14 12:40:30,33.3,DISCHARGING
2025-08-14 12:40:50,33.4,DISCHARGING
2025-08-14 12:41:40,33.8,DISCHARGING
2025-08-14 12:42:37,33.7,DISCHARGING
2025-08-14 14:22:59,37.0,CHARGING
2025-08-14 14:23:39,37.1,CHARGING
2025-08-14 14:23:49,37.0,CHARGING
2025-08-14 14:24:09,37.2,CHARGING
2025-08-14 14:24:19,37.4,CHARGING
2025-08-14 14:25:20,37.5,CHARGING
2025-08-14 14:25:50,37.6,CHARGING
2025-08-14 14:26:00,37.5,CHARGING
2025-08-14 14:26:20,37.6,CHARGING
2025-08-14 14:26:50,37.5,CHARGING
2025-08-14 14:27:50,37.4,CHARGING
2025-08-14 14:28:00,37.5,CHARGING
2025-08-14 14:28:31,37.6,CHARGING
2025-08-14 14:29:01,37.5,CHARGING
2025-08-14 14:29:31,37.7,CHARGING
2025-08-14 14:30:31,37.5,CHARGING
2025-08-14 14:30:52,37.4,CHARGING
2025-08-14 14:31:02,37.3,CHARGING
2025-08-14 14:31:42,37.1,CHARGING
2025-08-14 14:31:52,37.0,CHARGING
2025-08-14 14:32:12,36.9,CHARGING
2025-08-14 14:32:43,36.7,CHARGING
2025-08-14 14:33:13,36.6,CHARGING
2025-08-14 14:33:43,36.4,CHARGING
2025-08-14 14:34:03,36.5,CHARGING
2025-08-14 14:34:43,36.7,CHARGING
2025-08-14 14:35:23,36.8,CHARGING
2025-08-14 14:35:44,36.9,CHARGING
2025-08-14 14:37:04,36.8,CHARGING
2025-08-14 14:37:14,36.7,CHARGING
2025-08-14 14:37:34,36.6,CHARGING
2025-08-14 14:37:44,36.5,CHARGING
2025-08-14 14:38:04,36.4,CHARGING
2025-08-14 14:38:25,36.3,CHARGING
2025-08-14 14:38:35,36.2,CHARGING
2025-08-14 14:38:45,36.1,CHARGING
2025-08-14 14:39:15,36.0,CHARGING
2025-08-14 14:39:45,35.8,CHARGING
2025-08-14 14:40:46,35.5,CHARGING
2025-08-14 14:41:06,35.4,CHARGING
2025-08-14 14:41:26,35.3,CHARGING
2025-08-14 14:41:56,35.2,CHARGING
2025-08-14 14:42:46,35.0,CHARGING
2025-08-14 14:43:17,34.9,CHARGING
2025-08-14 14:43:47,34.8,CHARGING
2025-08-14 14:44:07,34.7,CHARGING
2025-08-14 14:44:27,34.6,CHARGING
2025-08-14 14:44:47,34.5,CHARGING
2025-08-14 14:45:28,34.4,CHARGING
2025-08-14 14:45:48,34.5,CHARGING
2025-08-14 14:47:50,34.4,CHARGING
2025-08-14 14:48:51,34.3,CHARGING
2025-08-14 14:49:31,34.2,CHARGING
2025-08-14 14:50:41,34.1,CHARGING
2025-08-14 14:50:51,34.0,CHARGING
2025-08-14 14:51:42,33.9,CHARGING
2025-08-14 14:52:52,33.8,CHARGING
2025-08-14 14:53:43,33.7,CHARGING
2025-08-14 14:53:53,33.6,CHARGING
2025-08-14 14:54:53,33.5,CHARGING
2025-08-14 14:55:43,33.4,CHARGING
2025-08-14 14:56:44,33.3,CHARGING
2025-08-14 14:57:14,33.2,CHARGING
2025-08-14 14:58:14,33.1,CHARGING
2025-08-14 14:59:25,33.0,CHARGING
2025-08-14 14:59:45,32.9,CHARGING
2025-08-14 15:00:45,33.0,CHARGING
2025-08-14 15:01:36,32.9,CHARGING
2025-08-14 15:03:26,32.8,CHARGING
2025-08-14 15:05:37,32.7,CHARGING
2025-08-14 15:06:38,32.9,DISCHARGING
2025-08-14 15:06:58,33.0,DISCHARGING
2025-08-14 15:07:18,33.1,DISCHARGING
2025-08-14 15:13:46,33.1,DISCHARGING
2025-08-14 15:15:17,33.8,DISCHARGING
2025-08-14 15:16:38,33.9,DISCHARGING
2025-08-14 15:23:21,33.8,DISCHARGING
2025-08-14 15:23:41,33.9,DISCHARGING
2025-08-14 15:25:02,34.4,DISCHARGING
2025-08-14 15:26:42,34.2,DISCHARGING
2025-08-14 15:29:53,34.1,DISCHARGING
2025-08-14 15:36:06,34.2,DISCHARGING
2025-08-14 15:36:46,34.3,DISCHARGING
2025-08-14 15:41:17,34.5,DISCHARGING
2025-08-14 15:46:29,34.7,DISCHARGING
2025-08-14 16:01:27,33.9,DISCHARGING
2025-08-14 16:06:18,34.4,DISCHARGING
2025-08-14 16:11:30,35.0,DISCHARGING
2025-08-14 16:11:40,35.1,DISCHARGING
2025-08-14 16:15:51,35.5,DISCHARGING
2025-08-14 16:16:42,35.2,DISCHARGING
2025-08-14 16:19:03,35.1,DISCHARGING
2025-08-14 16:24:05,34.6,DISCHARGING
2025-08-14 16:26:45,34.5,DISCHARGING
2025-08-14 16:30:17,34.7,DISCHARGING
2025-08-14 16:40:21,34.9,DISCHARGING
2025-08-14 16:43:53,34.7,DISCHARGING
2025-08-14 16:46:44,34.8,DISCHARGING
2025-08-14 16:56:58,34.1,DISCHARGING
2025-08-14 16:59:40,34.1,DISCHARGING
2025-08-14 17:01:43,34.7,DISCHARGING
2025-08-14 17:01:53,34.8,DISCHARGING
2025-08-14 17:02:23,34.9,DISCHARGING
2025-08-14 17:06:45,34.1,DISCHARGING
2025-08-14 17:14:49,34.0,DISCHARGING
2025-08-14 17:16:19,34.9,DISCHARGING
2025-08-14 17:16:39,35.2,DISCHARGING
2025-08-14 17:22:32,34.1,DISCHARGING
2025-08-14 17:26:44,33.7,DISCHARGING
2025-08-14 17:36:38,33.4,DISCHARGING
2025-08-14 17:39:09,33.3,DISCHARGING
2025-08-14 17:46:43,32.9,DISCHARGING
2025-08-14 17:47:33,32.8,DISCHARGING
2025-08-14 17:55:57,32.6,DISCHARGING
2025-08-14 17:56:07,32.5,DISCHARGING
2025-08-14 18:04:21,32.3,DISCHARGING
2025-08-14 18:12:55,32.4,DISCHARGING
2025-08-14 18:16:36,31.9,DISCHARGING
2025-08-14 18:20:38,32.0,DISCHARGING
2025-08-14 18:25:11,32.2,DISCHARGING
2025-08-14 18:27:12,32.1,DISCHARGING
2025-08-14 18:27:22,32.2,DISCHARGING
2025-08-14 18:36:39,32.0,DISCHARGING
2025-08-14 18:45:13,31.5,DISCHARGING
2025-08-14 18:46:03,31.7,DISCHARGING
2025-08-14 18:46:44,31.6,DISCHARGING
2025-08-14 18:57:51,31.7,DISCHARGING
2025-08-14 19:00:02,31.9,DISCHARGING
2025-08-14 19:01:43,32.1,DISCHARGING
2025-08-14 19:06:45,33.1,DISCHARGING
2025-08-14 19:11:07,32.7,DISCHARGING
2025-08-14 19:16:40,32.2,DISCHARGING
2025-08-14 19:23:18,32.1,DISCHARGING
2025-08-14 19:24:39,32.7,DISCHARGING
2025-08-14 19:26:40,33.3,DISCHARGING
2025-08-14 19:28:51,33.6,DISCHARGING
2025-08-14 19:34:03,34.8,DISCHARGING
2025-08-14 19:36:44,35.2,DISCHARGING
2025-08-14 19:38:14,35.3,DISCHARGING
2025-08-14 19:40:05,35.4,DISCHARGING
2025-08-14 19:46:28,33.7,DISCHARGING
2025-08-14 19:46:38,33.6,DISCHARGING
2025-08-14 19:46:48,33.7,DISCHARGING
2025-08-14 19:56:43,32.1,DISCHARGING
2025-08-14 20:04:16,32.8,DISCHARGING
2025-08-14 20:04:37,32.9,DISCHARGING
2025-08-14 20:06:38,32.7,DISCHARGING
2025-08-14 20:16:39,32.6,DISCHARGING
2025-08-14 20:16:49,32.5,DISCHARGING
2025-08-14 20:19:14,32.7,DISCHARGING
2025-08-14 20:20:04,32.8,DISCHARGING
2025-08-14 20:22:35,32.6,DISCHARGING
2025-08-14 20:24:16,33.2,DISCHARGING
2025-08-14 20:26:37,32.6,DISCHARGING
2025-08-14 20:36:42,32.0,DISCHARGING
2025-08-14 20:43:55,32.1,DISCHARGING
2025-08-14 20:56:42,31.6,DISCHARGING
2025-08-14 20:59:33,31.7,DISCHARGING
2025-08-14 21:00:33,32.2,DISCHARGING
2025-08-14 21:01:14,32.4,DISCHARGING
2025-08-14 21:05:45,33.2,DISCHARGING
2025-08-14 21:06:46,33.1,DISCHARGING
2025-08-14 21:13:08,33.0,DISCHARGING
2025-08-14 21:16:39,33.1,DISCHARGING
2025-08-14 21:26:43,33.8,DISCHARGING
2025-08-14 21:28:43,34.1,DISCHARGING
2025-08-14 21:36:36,34.4,DISCHARGING
2025-08-14 21:40:18,34.6,DISCHARGING
2025-08-14 21:46:40,34.7,DISCHARGING
2025-08-14 21:49:42,35.7,DISCHARGING
2025-08-14 21:51:42,36.7,DISCHARGING
2025-08-14 21:54:53,37.5,DISCHARGING
2025-08-14 21:55:03,37.6,DISCHARGING
2025-08-14 21:56:44,37.9,DISCHARGING
2025-08-14 21:59:05,38.3,DISCHARGING
2025-08-14 22:02:06,38.7,DISCHARGING
2025-08-14 22:05:17,38.6,DISCHARGING
2025-08-14 22:05:27,38.7,DISCHARGING
2025-08-14 22:06:37,38.8,DISCHARGING
2025-08-14 22:09:28,39.1,DISCHARGING
2025-08-14 22:12:39,39.2,DISCHARGING
2025-08-14 22:16:41,38.4,DISCHARGING
2025-08-14 22:18:52,37.9,DISCHARGING
2025-08-14 22:24:04,37.4,DISCHARGING
2025-08-14 22:26:45,37.2,DISCHARGING
2025-08-14 22:30:16,37.4,DISCHARGING
2025-08-14 22:30:26,37.3,DISCHARGING
2025-08-14 22:34:28,37.5,DISCHARGING
2025-08-14 22:34:38,37.4,DISCHARGING
2025-08-14 22:36:39,37.3,DISCHARGING
2025-08-14 22:40:50,37.0,DISCHARGING
2025-08-14 22:46:42,36.5,DISCHARGING
2025-08-14 22:48:03,36.6,DISCHARGING
2025-08-14 22:54:15,36.3,DISCHARGING
2025-08-14 22:56:36,36.2,DISCHARGING
2025-08-14 23:11:01,36.5,DISCHARGING
2025-08-14 23:16:44,36.1,DISCHARGING
2025-08-14 23:17:14,36.2,DISCHARGING
2025-08-14 23:17:25,36.1,DISCHARGING
2025-08-14 23:21:26,36.6,DISCHARGING
2025-08-14 23:25:38,36.9,DISCHARGING
2025-08-14 23:26:38,37.0,DISCHARGING
2025-08-14 23:27:41,37.5,DISCHARGING
2025-08-14 23:27:51,37.6,DISCHARGING
2025-08-14 23:32:53,38.1,DISCHARGING
2025-08-14 23:36:45,38.3,DISCHARGING
2025-08-14 23:41:17,38.2,DISCHARGING
2025-08-14 23:44:28,38.5,DISCHARGING
2025-08-14 23:46:39,38.8,DISCHARGING
2025-08-14 23:51:41,38.5,DISCHARGING
2025-08-14 23:54:52,38.4,DISCHARGING
2025-08-14 23:55:02,38.3,DISCHARGING
2025-08-14 23:56:43,38.1,DISCHARGING
2025-08-14 23:59:04,37.6,DISCHARGING
